split,pair_id,candidate_class,pred_class,correct,active_units_count,top_units,top_values
train,v5bpair_00020,suelo_urbano,suelo_urbano,True,122,"568,899,4,379,3,397,26,861,350,5,652,288","0.623593,0.520875,0.430025,0.419435,0.411466,0.402386,0.400446,0.397320,0.393920,0.388736,0.386672,0.381552"
train,v5bpair_00021,suelo_urbano,suelo_urbano,True,122,"568,288,379,3,899,652,928,26,956,4,140,397","0.744737,0.615872,0.598338,0.555316,0.551750,0.545741,0.536342,0.507323,0.500613,0.460608,0.460050,0.444040"
train,v5bpair_00022,suelo_urbano,suelo_urbano,True,122,"928,3,288,568,652,26,379,5,899,442,350,913","0.879843,0.871814,0.853933,0.827444,0.761915,0.742529,0.732099,0.629778,0.624185,0.613916,0.606995,0.604552"
train,v5bpair_00023,vegetacion_densa,vegetacion_densa,True,122,"524,275,346,952,269,612,747,721,432,463,583,204","0.272206,0.264573,0.244071,0.236402,0.217596,0.212152,0.196153,0.194565,0.188742,0.185943,0.181441,0.175112"
train,v5bpair_00025,contaminacion_alta_SO2,contaminacion_alta_SO2,True,122,"49,709,485,600,904,989,971,998,837,711,580,936","0.248527,0.246330,0.236178,0.205288,0.194562,0.177903,0.174235,0.171270,0.170955,0.167844,0.166529,0.166141"
train,v5bpair_00026,vegetacion_densa,vegetacion_densa,True,122,"269,674,204,961,275,524,291,229,566,605,270,88","0.403923,0.343634,0.335580,0.332850,0.324835,0.313894,0.311736,0.304584,0.295863,0.286297,0.277337,0.269001"
train,v5bpair_00027,vegetacion_densa,vegetacion_densa,True,122,"275,612,674,374,488,296,961,194,706,837,441,524","0.280950,0.276683,0.243287,0.239159,0.226639,0.222812,0.209142,0.208224,0.207534,0.206140,0.205348,0.202035"
train,v5bpair_00028,vegetacion_densa,vegetacion_densa,True,122,"568,524,275,127,674,583,229,976,1008,269,961,612","0.349271,0.327685,0.299959,0.299915,0.284005,0.278141,0.262248,0.258865,0.251710,0.249410,0.242232,0.235443"
train,v5bpair_00030,suelo_urbano,suelo_urbano,True,122,"568,288,928,3,379,652,26,899,5,956,53,442","0.756001,0.671278,0.667298,0.658830,0.658615,0.638953,0.561849,0.556234,0.517191,0.497125,0.496811,0.483118"
train,v5bpair_00031,ozono_anomalo,ozono_anomalo,True,122,"1,98,669,323,660,213,864,151,36,906,408,827","0.215197,0.211624,0.192090,0.181519,0.179609,0.171682,0.165477,0.161672,0.159695,0.157911,0.155362,0.153528"
train,v5bpair_00032,vegetacion_densa,vegetacion_densa,True,122,"674,568,605,612,275,837,524,915,441,335,650,355","0.350404,0.314176,0.313778,0.303129,0.295824,0.293663,0.281332,0.276267,0.265274,0.261075,0.249195,0.241486"
train,v5bpair_00034,contaminacion_alta_NO2,contaminacion_alta_NO2,True,122,"127,4,819,112,175,729,603,745,686,485,442,830","0.205934,0.202898,0.186103,0.184246,0.173776,0.161959,0.160633,0.154443,0.152457,0.152235,0.150125,0.148107"
train,v5bpair_00035,contaminacion_alta_SO2,contaminacion_alta_SO2,True,122,"904,998,903,711,49,837,635,259,386,432,709,721","0.298805,0.260448,0.250533,0.231100,0.229264,0.217773,0.217418,0.217143,0.202780,0.201114,0.191834,0.189574"
train,v5bpair_00038,suelo_urbano,suelo_urbano,True,122,"350,442,703,265,541,156,5,700,345,899,409,816","0.222624,0.220347,0.217044,0.215497,0.196882,0.192296,0.181522,0.156920,0.149808,0.145791,0.144527,0.140595"
train,v5bpair_00039,contaminacion_alta_NO2,contaminacion_alta_NO2,True,122,"4,538,745,669,845,127,53,106,541,883,377,327","0.251231,0.233509,0.229608,0.211808,0.210084,0.208428,0.203024,0.202281,0.189481,0.187887,0.178122,0.164079"
train,v5bpair_00040,vegetacion_densa,vegetacion_densa,True,122,"961,269,275,612,238,551,204,805,996,981,219,524","0.338912,0.334064,0.296711,0.250651,0.247916,0.243859,0.225151,0.221046,0.218814,0.218393,0.211013,0.205367"
train,v5bpair_00041,contaminacion_alta_SO2,contaminacion_alta_SO2,True,122,"49,709,580,841,711,510,485,386,945,489,457,848","0.369000,0.287127,0.243908,0.241761,0.233189,0.228479,0.208114,0.203744,0.203279,0.199254,0.196128,0.195486"
train,v5bpair_00042,vegetacion_densa,vegetacion_densa,True,122,"660,204,981,524,127,275,70,519,674,879,374,463","0.253973,0.249134,0.246166,0.231091,0.216814,0.215606,0.210891,0.205432,0.201692,0.196360,0.190429,0.186645"
train,v5bpair_00044,suelo_urbano,suelo_urbano,True,122,"652,265,317,350,713,3,5,582,8,343,442,988","0.294566,0.268965,0.264636,0.247682,0.242778,0.240502,0.237233,0.222289,0.213467,0.206028,0.206026,0.203206"
train,v5bpair_00045,contaminacion_alta_SO2,contaminacion_alta_SO2,True,122,"711,386,600,903,635,148,692,269,605,535,998,763","0.235083,0.220921,0.216646,0.201164,0.200923,0.189804,0.181256,0.179148,0.169312,0.161569,0.161363,0.157132"
train,v5bpair_00046,contaminacion_alta_SO2,contaminacion_alta_SO2,True,122,"692,711,1019,63,1,791,269,321,904,472,386,10","0.279045,0.239090,0.206236,0.199919,0.199915,0.190937,0.187366,0.185786,0.183117,0.181188,0.179209,0.176146"
train,v5bpair_00047,contaminacion_alta_SO2,contaminacion_alta_SO2,True,122,"49,904,709,998,903,510,837,476,945,167,580,496","0.367889,0.323088,0.285682,0.255471,0.253501,0.250145,0.248798,0.238272,0.236904,0.227129,0.221135,0.210130"
train,v5bpair_00048,ozono_anomalo,ozono_anomalo,True,122,"1,606,541,711,692,265,455,519,669,946,960,465","0.313947,0.307333,0.282548,0.266229,0.259769,0.258854,0.254052,0.248915,0.242981,0.216140,0.212807,0.205563"
train,v5bpair_00051,contaminacion_alta_SO2,ozono_anomalo,False,122,"1,29,566,1019,809,692,833,269,432,909,830,605","0.382572,0.360428,0.358008,0.323082,0.297757,0.297636,0.295659,0.274953,0.266360,0.253863,0.248567,0.247846"
train,v5bpair_00052,suelo_urbano,suelo_urbano,True,122,"568,288,928,652,899,379,3,26,956,524,5,397","0.771744,0.680181,0.621170,0.573613,0.566152,0.565351,0.562649,0.558694,0.551192,0.518139,0.492356,0.473409"
train,v5bpair_00053,vegetacion_densa,vegetacion_densa,True,122,"269,291,568,655,583,650,238,375,277,898,355,229","0.358771,0.346950,0.326880,0.300331,0.299146,0.298575,0.289653,0.269278,0.259482,0.256436,0.255457,0.249362"
train,v5bpair_00054,contaminacion_alta_SO2,contaminacion_alta_SO2,True,122,"711,603,485,127,1006,976,112,269,415,321,830,238","0.254510,0.207390,0.191777,0.180717,0.179718,0.176827,0.171294,0.171261,0.170566,0.161634,0.149381,0.148528"
train,v5bpair_00057,contaminacion_alta_SO2,contaminacion_alta_SO2,True,122,"566,1019,1,692,422,841,605,860,445,432,386,791","0.426393,0.405997,0.380560,0.339357,0.338839,0.278111,0.277717,0.277579,0.256003,0.253741,0.240608,0.222135"
train,v5bpair_00059,suelo_urbano,suelo_urbano,True,122,"568,3,5,928,652,288,747,379,442,524,956,913","0.454839,0.439674,0.423586,0.413405,0.392031,0.383545,0.383447,0.380370,0.362784,0.359981,0.347859,0.345172"
train,v5bpair_00063,contaminacion_alta_NO2,contaminacion_alta_NO2,True,122,"367,262,630,220,591,152,350,745,836,323,530,618","0.278341,0.270556,0.250458,0.232935,0.228163,0.224469,0.224083,0.211827,0.203370,0.198343,0.183154,0.181180"
train,v5bpair_00064,ozono_anomalo,contaminacion_alta_SO2,False,122,"711,1019,566,809,692,1,582,432,422,106,588,603","0.363877,0.274886,0.262098,0.246040,0.238837,0.236038,0.216315,0.210770,0.198863,0.191585,0.187844,0.186632"
train,v5bpair_00066,contaminacion_alta_SO2,contaminacion_alta_SO2,True,122,"238,635,786,709,600,574,429,711,659,205,480,704","0.282783,0.263321,0.257055,0.253489,0.242821,0.242771,0.237175,0.230770,0.222551,0.213146,0.212319,0.209079"
train,v5bpair_00067,suelo_urbano,suelo_urbano,True,122,"568,288,899,26,3,4,928,652,956,140,442,5","0.847501,0.666502,0.664446,0.610903,0.596220,0.590622,0.575251,0.555963,0.537651,0.521658,0.521567,0.518801"
train,v5bpair_00069,contaminacion_alta_NO2,contaminacion_alta_NO2,True,122,"367,712,622,251,541,262,896,106,868,220,377,591","0.259903,0.225139,0.216920,0.212938,0.211632,0.204791,0.196553,0.191500,0.186166,0.185101,0.184585,0.180121"
train,v5bpair_00071,ozono_anomalo,ozono_anomalo,True,122,"46,432,218,390,151,624,270,974,615,566,706,251","0.252495,0.249389,0.240240,0.206555,0.197423,0.196371,0.194879,0.191263,0.191041,0.184624,0.183482,0.179244"
train,v5bpair_00073,contaminacion_alta_NO2,contaminacion_alta_NO2,True,122,"80,201,1017,904,959,127,654,277,903,541,515,870","0.191388,0.190137,0.189300,0.182004,0.170677,0.163994,0.158558,0.152157,0.149869,0.146416,0.144420,0.144189"
train,v5bpair_00074,ozono_anomalo,ozono_anomalo,True,122,"43,974,46,1000,566,432,706,593,151,546,296,170","0.316183,0.300200,0.276841,0.261205,0.248301,0.235582,0.232633,0.221988,0.219035,0.215033,0.210559,0.209368"
train,v5bpair_00075,vegetacion_densa,vegetacion_densa,True,122,"269,612,674,524,275,961,568,88,583,655,650,605","0.441141,0.430869,0.429008,0.409202,0.400066,0.397394,0.393266,0.371519,0.358915,0.356917,0.348896,0.342731"
train,v5bpair_00076,ozono_anomalo,ozono_anomalo,True,122,"432,251,974,390,46,218,566,541,477,201,624,415","0.271766,0.252186,0.251461,0.248249,0.243039,0.208010,0.195118,0.190013,0.189402,0.186987,0.181275,0.178722"
train,v5bpair_00078,contaminacion_alta_SO2,contaminacion_alta_SO2,True,122,"530,998,485,321,780,758,191,1,709,213,513,248","0.289965,0.267275,0.236211,0.232755,0.216670,0.206550,0.206455,0.192867,0.191073,0.189260,0.187865,0.186936"
train,v5bpair_00079,suelo_urbano,suelo_urbano,True,122,"442,350,669,5,156,899,317,262,265,3,618,787","0.353405,0.329191,0.275913,0.261807,0.245517,0.243840,0.237123,0.235012,0.228324,0.224288,0.219121,0.218389"
train,v5bpair_00080,suelo_urbano,suelo_urbano,True,122,"928,3,652,568,379,288,5,53,442,317,956,913","0.741520,0.693780,0.651500,0.648998,0.607099,0.604373,0.543337,0.517776,0.504840,0.501485,0.499436,0.480881"
train,v5bpair_00081,contaminacion_alta_NO2,contaminacion_alta_NO2,True,122,"998,530,417,591,485,618,359,593,544,1012,973,335","0.218318,0.212894,0.204011,0.184904,0.184780,0.172620,0.172320,0.165541,0.154598,0.143873,0.142168,0.141951"
train,v5bpair_00082,contaminacion_alta_NO2,contaminacion_alta_NO2,True,122,"367,834,630,883,220,868,1012,708,819,323,591,602","0.265330,0.200980,0.197352,0.194762,0.187848,0.187826,0.186427,0.185461,0.185421,0.178270,0.177622,0.174688"
train,v5bpair_00083,ozono_anomalo,ozono_anomalo,True,122,"606,669,182,660,323,388,804,49,270,5,1014,580","0.335368,0.320322,0.319068,0.277918,0.260954,0.257313,0.222806,0.218807,0.218083,0.214594,0.208785,0.205009"
train,v5bpair_00085,contaminacion_alta_NO2,contaminacion_alta_NO2,True,122,"4,350,220,262,1012,618,787,819,782,317,745,367","0.236472,0.234823,0.211467,0.203162,0.200555,0.196020,0.180744,0.169322,0.167949,0.167134,0.162682,0.160580"
train,v5bpair_00087,suelo_urbano,suelo_urbano,True,122,"350,568,692,652,711,883,223,196,803,606,61,5","0.225748,0.215645,0.211066,0.209832,0.206624,0.203905,0.191526,0.189425,0.183441,0.181600,0.177242,0.174479"
train,v5bpair_00088,ozono_anomalo,ozono_anomalo,True,122,"1,251,841,606,745,909,287,692,757,182,660,379","0.355409,0.274898,0.272899,0.257418,0.239487,0.233488,0.228929,0.223154,0.222970,0.222806,0.219766,0.214167"
train,v5bpair_00089,suelo_urbano,suelo_urbano,True,122,"3,568,652,928,26,288,379,5,442,899,140,350","0.695695,0.672525,0.629362,0.627450,0.588882,0.574657,0.558958,0.500579,0.479519,0.466791,0.462799,0.457632"
train,v5bpair_00090,suelo_urbano,suelo_urbano,True,122,"3,568,288,652,899,379,5,26,928,397,747,861","0.598022,0.559840,0.508551,0.507926,0.497867,0.496159,0.487401,0.465525,0.456761,0.414296,0.409849,0.404754"
train,v5bpair_00091,contaminacion_alta_NO2,contaminacion_alta_NO2,True,122,"262,350,367,618,787,815,4,819,836,745,968,220","0.282672,0.263870,0.256118,0.238306,0.202318,0.200337,0.199561,0.199046,0.196385,0.191902,0.190302,0.187836"
train,v5bpair_00092,contaminacion_alta_NO2,contaminacion_alta_NO2,True,122,"819,591,189,262,926,228,787,630,275,834,190,618","0.193906,0.189669,0.177748,0.166269,0.159292,0.147453,0.145813,0.145400,0.144517,0.143465,0.143126,0.139720"
train,v5bpair_00093,vegetacion_densa,vegetacion_densa,True,122,"961,204,127,367,612,708,613,269,524,583,229,134","0.277945,0.259983,0.231007,0.229792,0.222259,0.217593,0.204766,0.202832,0.188998,0.179017,0.178385,0.177689"
train,v5bpair_00094,suelo_urbano,suelo_urbano,True,122,"568,288,928,3,899,26,652,5,956,379,442,397","0.714024,0.630556,0.589540,0.583871,0.553646,0.540442,0.539777,0.527249,0.508421,0.491541,0.464317,0.463898"
train,v5bpair_00095,contaminacion_alta_SO2,contaminacion_alta_SO2,True,122,"49,904,711,709,485,61,837,786,75,989,998,457","0.336242,0.261337,0.251002,0.237558,0.230893,0.205530,0.203646,0.195536,0.181194,0.180377,0.177525,0.168316"
train,v5bpair_00097,contaminacion_alta_NO2,contaminacion_alta_NO2,True,122,"262,618,350,630,787,819,591,836,834,367,577,651","0.343361,0.301944,0.291445,0.261213,0.237548,0.230948,0.213602,0.208397,0.205192,0.202739,0.186931,0.186830"
train,v5bpair_00099,contaminacion_alta_SO2,contaminacion_alta_SO2,True,122,"711,635,600,61,147,758,709,903,101,480,843,432","0.210909,0.210302,0.209405,0.196420,0.196371,0.189213,0.186917,0.185281,0.179352,0.176099,0.174406,0.169646"
train,v5bpair_00101,ozono_anomalo,ozono_anomalo,True,122,"269,830,204,974,692,531,541,432,566,747,415,270","0.255476,0.252695,0.250846,0.240501,0.227215,0.215839,0.211238,0.210721,0.210071,0.209578,0.205562,0.204720"
train,v5bpair_00102,suelo_urbano,suelo_urbano,True,122,"568,288,3,928,652,26,379,899,5,524,53,210","0.653880,0.632286,0.628049,0.627370,0.604347,0.597293,0.570494,0.507588,0.483257,0.477334,0.475877,0.460324"
train,v5bpair_00104,contaminacion_alta_SO2,contaminacion_alta_SO2,True,122,"480,786,635,600,837,332,830,709,485,61,291,711","0.215234,0.210019,0.204824,0.203911,0.201904,0.191980,0.190259,0.188222,0.182849,0.175953,0.166729,0.161892"
train,v5bpair_00105,contaminacion_alta_NO2,contaminacion_alta_NO2,True,122,"262,618,630,819,651,1012,350,417,591,787,4,713","0.226908,0.221030,0.215470,0.204841,0.197810,0.195466,0.194250,0.172394,0.169238,0.166158,0.159273,0.159183"
train,v5bpair_00108,contaminacion_alta_NO2,contaminacion_alta_NO2,True,122,"4,745,175,541,127,686,603,112,415,220,685,819","0.284475,0.278862,0.257413,0.251793,0.242314,0.238570,0.236382,0.213755,0.206803,0.200357,0.194886,0.192835"
train,v5bpair_00109,ozono_anomalo,ozono_anomalo,True,122,"660,669,182,1,692,98,251,974,388,990,1019,377","0.327957,0.297946,0.263063,0.262440,0.256143,0.241639,0.225995,0.215868,0.213660,0.212327,0.210711,0.205627"
train,v5bpair_00110,contaminacion_alta_SO2,contaminacion_alta_SO2,True,122,"711,49,61,332,75,248,837,709,457,600,758,635","0.337757,0.293561,0.287781,0.275172,0.245790,0.241085,0.224752,0.213236,0.211666,0.204586,0.203726,0.203713"
train,v5bpair_00112,ozono_anomalo,ozono_anomalo,True,122,"1,692,201,432,422,531,270,251,865,909,258,711","0.293556,0.250305,0.237298,0.200664,0.198132,0.196787,0.190597,0.190414,0.188953,0.185470,0.179672,0.176092"
train,v5bpair_00113,contaminacion_alta_NO2,contaminacion_alta_NO2,True,122,"367,591,262,158,819,576,630,417,429,220,787,156","0.253446,0.246334,0.243610,0.240013,0.232092,0.211272,0.203003,0.196618,0.194145,0.187017,0.177889,0.174930"
train,v5bpair_00114,contaminacion_alta_NO2,contaminacion_alta_NO2,True,122,"262,618,350,998,651,113,834,630,591,705,950,787","0.188952,0.181083,0.167486,0.160835,0.160088,0.156076,0.154238,0.141058,0.138201,0.137566,0.137132,0.132383"
train,v5bpair_00115,contaminacion_alta_SO2,contaminacion_alta_SO2,True,122,"791,534,532,600,709,837,61,786,332,711,650,904","0.243746,0.215046,0.212953,0.209183,0.205181,0.197772,0.189826,0.183628,0.177880,0.173793,0.173138,0.163836"
train,v5bpair_00117,contaminacion_alta_NO2,contaminacion_alta_NO2,True,122,"262,220,156,819,564,815,618,367,745,868,703,350","0.266684,0.243803,0.231943,0.225652,0.206140,0.202611,0.201092,0.200640,0.194106,0.191980,0.185187,0.173103"
train,v5bpair_00119,suelo_urbano,suelo_urbano,True,122,"568,899,713,4,861,982,657,1002,1012,956,442,350","0.464694,0.424431,0.381505,0.369522,0.322387,0.313587,0.312585,0.311187,0.310593,0.300972,0.293031,0.283503"
train,v5bpair_00120,suelo_urbano,suelo_urbano,True,122,"3,562,541,4,350,552,442,928,140,969,568,773","0.329874,0.275446,0.249438,0.246947,0.242428,0.232919,0.231866,0.220085,0.219744,0.218866,0.217709,0.213490"
train,v5bpair_00121,vegetacion_densa,vegetacion_densa,True,122,"76,691,517,848,650,255,706,46,905,612,624,896","0.306125,0.276720,0.271316,0.237524,0.230891,0.224901,0.224282,0.221382,0.220894,0.216522,0.204634,0.196260"
train,v5bpair_00122,vegetacion_densa,vegetacion_densa,True,122,"269,524,270,346,204,275,961,612,1,432,681,605","0.251072,0.222839,0.222784,0.222319,0.220912,0.216556,0.211016,0.207342,0.187753,0.186491,0.179465,0.179005"
train,v5bpair_00123,contaminacion_alta_SO2,contaminacion_alta_SO2,True,122,"711,758,1,998,603,909,422,757,692,588,841,111","0.281792,0.252361,0.245726,0.236493,0.229878,0.228045,0.212898,0.208223,0.207997,0.205781,0.202784,0.202188"
train,v5bpair_00124,contaminacion_alta_NO2,contaminacion_alta_NO2,True,122,"883,118,1006,745,442,106,618,603,926,112,703,600","0.274160,0.244000,0.235074,0.231334,0.220924,0.207816,0.185986,0.184660,0.175431,0.174146,0.173074,0.171802"
train,v5bpair_00126,vegetacion_densa,vegetacion_densa,True,122,"568,275,269,674,524,355,915,219,898,981,194,204","0.351186,0.331984,0.309855,0.299503,0.287380,0.286984,0.284686,0.279920,0.279220,0.268883,0.263776,0.241833"
train,v5bpair_00129,contaminacion_alta_SO2,contaminacion_alta_SO2,True,122,"485,998,321,530,191,758,359,780,772,833,513,220","0.222485,0.211320,0.211287,0.209350,0.188805,0.188746,0.173451,0.172210,0.170621,0.157041,0.156788,0.155661"
train,v5bpair_00130,vegetacion_densa,vegetacion_densa,True,122,"269,275,612,650,524,830,904,566,837,88,1021,291","0.274239,0.265395,0.233839,0.229216,0.223872,0.217480,0.216101,0.204176,0.201075,0.198443,0.191462,0.189098"
train,v5bpair_00131,contaminacion_alta_NO2,contaminacion_alta_SO2,False,122,"600,332,998,545,220,118,1006,758,367,1009,659,158","0.293015,0.260735,0.229804,0.229649,0.216278,0.209136,0.206578,0.203769,0.200705,0.195396,0.187865,0.186308"
train,v5bpair_00133,vegetacion_densa,vegetacion_densa,True,122,"976,269,961,127,229,877,654,612,529,643,534,204","0.220781,0.215977,0.213906,0.211710,0.208812,0.200438,0.197919,0.195161,0.184827,0.179511,0.178275,0.177544"
train,v5bpair_00134,contaminacion_alta_SO2,contaminacion_alta_SO2,True,122,"998,692,903,848,14,386,1,259,320,711,705,846","0.261052,0.230271,0.199034,0.195357,0.190197,0.185071,0.184204,0.178619,0.169510,0.166748,0.163098,0.160568"
train,v5bpair_00135,contaminacion_alta_NO2,contaminacion_alta_NO2,True,122,"127,541,974,763,106,80,223,836,1006,603,280,429","0.210600,0.206225,0.198961,0.194957,0.182242,0.177412,0.176879,0.176766,0.169663,0.165043,0.162016,0.161734"
train,v5bpair_00136,contaminacion_alta_SO2,contaminacion_alta_SO2,True,122,"49,904,848,945,998,711,791,770,432,167,692,837","0.308171,0.258019,0.230393,0.211449,0.203158,0.196219,0.190936,0.187804,0.187192,0.185959,0.179156,0.176221"
train,v5bpair_00137,contaminacion_alta_SO2,contaminacion_alta_SO2,True,122,"485,780,758,998,530,513,321,220,191,23,554,772","0.277094,0.256289,0.256223,0.242274,0.231014,0.225046,0.224568,0.213118,0.209011,0.207031,0.199479,0.193168"
train,v5bpair_00138,suelo_urbano,suelo_urbano,True,122,"899,568,657,861,4,3,350,442,1008,409,713,652","0.340705,0.334818,0.286969,0.263741,0.260429,0.258602,0.249150,0.248434,0.244223,0.241370,0.231659,0.227032"
train,v5bpair_00140,suelo_urbano,suelo_urbano,True,122,"652,53,5,3,568,375,541,379,442,913,265,26","0.309518,0.299321,0.276753,0.269504,0.249874,0.249464,0.233829,0.229270,0.224400,0.215753,0.212072,0.210317"
train,v5bpair_00143,contaminacion_alta_NO2,contaminacion_alta_NO2,True,122,"262,367,541,600,251,429,834,377,357,708,836,156","0.259963,0.251454,0.248195,0.217410,0.206745,0.197753,0.186181,0.176240,0.176177,0.168445,0.167282,0.167170"
train,v5bpair_00144,contaminacion_alta_SO2,contaminacion_alta_SO2,True,122,"566,758,903,998,711,1019,809,422,692,33,605,1018","0.284738,0.249256,0.236230,0.231015,0.218601,0.210545,0.207254,0.203398,0.201980,0.196918,0.189389,0.187697"
train,v5bpair_00145,vegetacion_densa,vegetacion_densa,True,122,"275,981,674,566,961,524,381,612,188,374,488,269","0.275416,0.251284,0.239420,0.226796,0.219876,0.211149,0.211059,0.206171,0.205946,0.204638,0.199860,0.190050"
train,v5bpair_00146,ozono_anomalo,ozono_anomalo,True,122,"669,660,98,408,317,265,151,182,323,703,239,906","0.301484,0.265119,0.247525,0.243079,0.217998,0.214462,0.211717,0.194079,0.193808,0.192541,0.192263,0.190195"
train,v5bpair_00147,suelo_urbano,suelo_urbano,True,122,"3,618,454,1017,411,332,652,515,899,713,63,913","0.299767,0.268096,0.251964,0.243265,0.241433,0.234733,0.234143,0.234011,0.210885,0.207960,0.206837,0.201197"
train,v5bpair_00148,contaminacion_alta_SO2,contaminacion_alta_SO2,True,122,"456,269,566,830,617,1019,513,583,321,846,238,721","0.253776,0.234201,0.220551,0.197746,0.197720,0.182053,0.181715,0.179789,0.168286,0.163506,0.159310,0.159079"
train,v5bpair_00149,ozono_anomalo,ozono_anomalo,True,122,"669,1,692,566,1019,321,830,270,432,188,269,773","0.308239,0.273820,0.273144,0.257874,0.255107,0.252186,0.242751,0.239229,0.236915,0.229967,0.224226,0.222264"
train,v5bpair_00151,vegetacion_densa,vegetacion_densa,True,122,"612,275,488,674,706,524,374,961,76,43,915,959","0.265647,0.248780,0.242695,0.226837,0.213165,0.212792,0.204291,0.202730,0.199307,0.197096,0.189534,0.186359"
train,v5bpair_00154,contaminacion_alta_SO2,contaminacion_alta_SO2,True,122,"321,485,444,974,786,132,998,971,513,758,1018,830","0.264516,0.215274,0.196394,0.193336,0.188152,0.181674,0.180850,0.178888,0.178151,0.176251,0.170993,0.170399"
train,v5bpair_00155,vegetacion_densa,vegetacion_densa,True,122,"654,148,291,277,204,229,877,961,996,269,76,133","0.272921,0.271337,0.248646,0.247399,0.247383,0.236494,0.224084,0.219567,0.216046,0.213963,0.195888,0.189162"
train,v5bpair_00156,suelo_urbano,suelo_urbano,True,122,"899,568,713,265,5,350,703,3,442,815,411,379","0.264224,0.245069,0.232394,0.215084,0.211228,0.210913,0.200556,0.199303,0.195672,0.183454,0.173873,0.167172"
train,v5bpair_00157,contaminacion_alta_NO2,contaminacion_alta_NO2,True,122,"541,836,335,538,106,974,936,685,1006,191,980,4","0.245959,0.197046,0.189783,0.186380,0.180964,0.179388,0.178768,0.175619,0.174204,0.173837,0.166779,0.164174"
train,v5bpair_00158,contaminacion_alta_SO2,contaminacion_alta_SO2,True,122,"711,758,635,709,809,600,167,49,998,510,770,903","0.204002,0.202679,0.197395,0.194740,0.189600,0.186427,0.182640,0.176214,0.173537,0.171463,0.171069,0.167578"
